"","gene_id","gene_name","seq_name","gene_biotype","description"
"51225","ENSMUSG00000082465","Rps6-ps3","9","processed_pseudogene","ribosomal protein S6, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3643565]"
"51226","ENSMUSG00000111084","Gm48292","9","processed_pseudogene","predicted gene, 48292 [Source:MGI Symbol;Acc:MGI:6097730]"
"51227","ENSMUSG00000042195","Slc35f2","9","protein_coding","solute carrier family 35, member F2 [Source:MGI Symbol;Acc:MGI:1919272]"
"51228","ENSMUSG00000042045","Sln","9","protein_coding","sarcolipin [Source:MGI Symbol;Acc:MGI:1913652]"
"51229","ENSMUSG00000059830","Gm16380","9","processed_pseudogene","predicted pseudogene 16380 [Source:MGI Symbol;Acc:MGI:3643564]"
"51230","ENSMUSG00000041986","Elmod1","9","protein_coding","ELMO/CED-12 domain containing 1 [Source:MGI Symbol;Acc:MGI:3583900]"
"51231","ENSMUSG00000074345","Tnfaip8l3","9","protein_coding","tumor necrosis factor, alpha-induced protein 8-like 3 [Source:MGI Symbol;Acc:MGI:2685363]"
"51232","ENSMUSG00000111379","Gm48346","9","lncRNA","predicted gene, 48346 [Source:MGI Symbol;Acc:MGI:6097809]"
"51233","ENSMUSG00000110854","Gm48345","9","processed_pseudogene","predicted gene, 48345 [Source:MGI Symbol;Acc:MGI:6097808]"
"51234","ENSMUSG00000032274","Cyp19a1","9","protein_coding","cytochrome P450, family 19, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88587]"
"51235","ENSMUSG00000074343","Gldnos","9","lncRNA","gliomedin, opposite strand [Source:MGI Symbol;Acc:MGI:1920817]"
"51236","ENSMUSG00000046167","Gldn","9","protein_coding","gliomedin [Source:MGI Symbol;Acc:MGI:2388361]"
"51237","ENSMUSG00000041268","Dmxl2","9","protein_coding","Dmx-like 2 [Source:MGI Symbol;Acc:MGI:2444630]"
"51238","ENSMUSG00000046460","Sh2d7","9","protein_coding","SH2 domain containing 7 [Source:MGI Symbol;Acc:MGI:2441692]"
"51239","ENSMUSG00002075788","Gm54935","9","misc_RNA","predicted gene, 54935 [Source:MGI Symbol;Acc:MGI:6846345]"
"51240","ENSMUSG00000037493","Cib2","9","protein_coding","calcium and integrin binding family member 2 [Source:MGI Symbol;Acc:MGI:1929293]"
"51241","ENSMUSG00000032279","Idh3a","9","protein_coding","isocitrate dehydrogenase 3 (NAD+) alpha [Source:MGI Symbol;Acc:MGI:1915084]"
"51242","ENSMUSG00000032281","Acsbg1","9","protein_coding","acyl-CoA synthetase bubblegum family member 1 [Source:MGI Symbol;Acc:MGI:2385656]"
"51243","ENSMUSG00000110867","Gm7368","9","processed_pseudogene","predicted gene 7368 [Source:MGI Symbol;Acc:MGI:3643487]"
"51244","ENSMUSG00000032285","Dnaja4","9","protein_coding","DnaJ heat shock protein family (Hsp40) member A4 [Source:MGI Symbol;Acc:MGI:1927638]"
"51245","ENSMUSG00000093441","Mir5710","9","miRNA","microRNA 5710 [Source:MGI Symbol;Acc:MGI:5452649]"
"51246","ENSMUSG00000061559","Skic8","9","protein_coding","SKI8 subunit of superkiller complex [Source:MGI Symbol;Acc:MGI:1917493]"
"51247","ENSMUSG00000032291","Crabp1","9","protein_coding","cellular retinoic acid binding protein I [Source:MGI Symbol;Acc:MGI:88490]"
"51248","ENSMUSG00000111686","Rab7-ps1","9","processed_pseudogene","RAB7, member RAS oncogene family, pseudogene 1 [Source:MGI Symbol;Acc:MGI:1276565]"
"51249","ENSMUSG00000032293","Ireb2","9","protein_coding","iron responsive element binding protein 2 [Source:MGI Symbol;Acc:MGI:1928268]"
"51250","ENSMUSG00000035878","Hykk","9","protein_coding","hydroxylysine kinase 1 [Source:MGI Symbol;Acc:MGI:2443139]"
"51251","ENSMUSG00000044820","AY074887","9","protein_coding","cDNA sequence AY074887 [Source:MGI Symbol;Acc:MGI:3575512]"
"51252","ENSMUSG00000032301","Psma4","9","protein_coding","proteasome subunit alpha 4 [Source:MGI Symbol;Acc:MGI:1347060]"
"51253","ENSMUSG00000035594","Chrna5","9","protein_coding","cholinergic receptor, nicotinic, alpha polypeptide 5 [Source:MGI Symbol;Acc:MGI:87889]"
"51254","ENSMUSG00000032303","Chrna3","9","protein_coding","cholinergic receptor, nicotinic, alpha polypeptide 3 [Source:MGI Symbol;Acc:MGI:87887]"
"51255","ENSMUSG00000035200","Chrnb4","9","protein_coding","cholinergic receptor, nicotinic, beta polypeptide 4 [Source:MGI Symbol;Acc:MGI:87892]"
"51256","ENSMUSG00000111050","Gm47877","9","lncRNA","predicted gene, 47877 [Source:MGI Symbol;Acc:MGI:6097101]"
"51257","ENSMUSG00000111750","Gm47886","9","processed_pseudogene","predicted gene, 47886 [Source:MGI Symbol;Acc:MGI:6097115]"
"51258","ENSMUSG00000111157","Gm47887","9","lncRNA","predicted gene, 47887 [Source:MGI Symbol;Acc:MGI:6097116]"
"51259","ENSMUSG00000110793","Gm7395","9","processed_pseudogene","predicted gene 7395 [Source:MGI Symbol;Acc:MGI:3648360]"
"51260","ENSMUSG00000032307","Ube2q2","9","protein_coding","ubiquitin-conjugating enzyme E2Q family member 2 [Source:MGI Symbol;Acc:MGI:2388672]"
"51261","ENSMUSG00000032309","Fbxo22","9","protein_coding","F-box protein 22 [Source:MGI Symbol;Acc:MGI:1926014]"
"51262","ENSMUSG00000032311","Nrg4","9","protein_coding","neuregulin 4 [Source:MGI Symbol;Acc:MGI:1933833]"
"51263","ENSMUSG00000082744","Gm15625","9","processed_pseudogene","predicted gene 15625 [Source:MGI Symbol;Acc:MGI:3783069]"
"51264","ENSMUSG00000032313","Tmem266","9","protein_coding","transmembrane protein 266 [Source:MGI Symbol;Acc:MGI:2142980]"
"51265","ENSMUSG00000032314","Etfa","9","protein_coding","electron transferring flavoprotein, alpha polypeptide [Source:MGI Symbol;Acc:MGI:106092]"
"51266","ENSMUSG00000110926","Gm5917","9","processed_pseudogene","predicted gene 5917 [Source:MGI Symbol;Acc:MGI:3646334]"
"51267","ENSMUSG00000032318","Isl2","9","protein_coding","insulin related protein 2 (islet 2) [Source:MGI Symbol;Acc:MGI:109156]"
"51268","ENSMUSG00000090270","Gm17226","9","lncRNA","predicted gene 17226 [Source:MGI Symbol;Acc:MGI:4938053]"
"51269","ENSMUSG00000034007","Scaper","9","protein_coding","S phase cyclin A-associated protein in the ER [Source:MGI Symbol;Acc:MGI:1925976]"
"51270","ENSMUSG00000064472","Gm23407","9","snRNA","predicted gene, 23407 [Source:MGI Symbol;Acc:MGI:5453184]"
"51271","ENSMUSG00000121804","","9","lncRNA","novel transcript"
"51272","ENSMUSG00000111662","Gm7435","9","transcribed_processed_pseudogene","predicted gene 7435 [Source:MGI Symbol;Acc:MGI:3646489]"
"51273","ENSMUSG00000050702","4930563M21Rik","9","lncRNA","RIKEN cDNA 4930563M21 gene [Source:MGI Symbol;Acc:MGI:1922508]"
"51274","ENSMUSG00000110957","Gm7439","9","processed_pseudogene","predicted gene 7439 [Source:MGI Symbol;Acc:MGI:3643341]"
"51275","ENSMUSG00000110989","Gm7444","9","processed_pseudogene","predicted gene 7444 [Source:MGI Symbol;Acc:MGI:3644944]"
"51276","ENSMUSG00000032320","Rcn2","9","protein_coding","reticulocalbin 2 [Source:MGI Symbol;Acc:MGI:1349765]"
"51277","ENSMUSG00000032322","Pstpip1","9","protein_coding","proline-serine-threonine phosphatase-interacting protein 1 [Source:MGI Symbol;Acc:MGI:1321396]"
"51278","ENSMUSG00000032324","Tspan3","9","protein_coding","tetraspanin 3 [Source:MGI Symbol;Acc:MGI:1928098]"
"51279","ENSMUSG00000074305","Peak1","9","protein_coding","pseudopodium-enriched atypical kinase 1 [Source:MGI Symbol;Acc:MGI:2442366]"
"51280","ENSMUSG00002075524","Gm55094","9","miRNA","predicted gene, 55094 [Source:MGI Symbol;Acc:MGI:6846662]"
"51281","ENSMUSG00000099543","Gm29322","9","lncRNA","predicted gene 29322 [Source:MGI Symbol;Acc:MGI:5580028]"
"51282","ENSMUSG00000097111","Peak1os","9","lncRNA","pseudopodium-enriched atypical kinase 1, opposite strand [Source:MGI Symbol;Acc:MGI:5477083]"
"51283","ENSMUSG00000102617","Gm37842","9","TEC","predicted gene, 37842 [Source:MGI Symbol;Acc:MGI:5611070]"
"51284","ENSMUSG00000102419","Gm36940","9","TEC","predicted gene, 36940 [Source:MGI Symbol;Acc:MGI:5610168]"
"51285","ENSMUSG00000032329","Hmg20a","9","protein_coding","high mobility group 20A [Source:MGI Symbol;Acc:MGI:1914117]"
"51286","ENSMUSG00000118653","Gm2296","9","protein_coding","predicted gene 2296 [Source:MGI Symbol;Acc:MGI:3780467]"
"51287","ENSMUSG00000111343","Gm47175","9","TEC","predicted gene, 47175 [Source:MGI Symbol;Acc:MGI:6095958]"
"51288","ENSMUSG00000110821","Gm47176","9","lncRNA","predicted gene, 47176 [Source:MGI Symbol;Acc:MGI:6095960]"
"51289","ENSMUSG00000111201","Gm47178","9","processed_pseudogene","predicted gene, 47178 [Source:MGI Symbol;Acc:MGI:6095964]"
"51290","ENSMUSG00000097870","Gm26868","9","lncRNA","predicted gene, 26868 [Source:MGI Symbol;Acc:MGI:5477362]"
"51291","ENSMUSG00000049556","Lingo1","9","protein_coding","leucine rich repeat and Ig domain containing 1 [Source:MGI Symbol;Acc:MGI:1915522]"
"51292","ENSMUSG00000111037","Gm47235","9","lncRNA","predicted gene, 47235 [Source:MGI Symbol;Acc:MGI:6096054]"
"51293","ENSMUSG00000045620","Odf3l1","9","protein_coding","outer dense fiber of sperm tails 3-like 1 [Source:MGI Symbol;Acc:MGI:2681875]"
"51294","ENSMUSG00000032911","Cspg4","9","protein_coding","chondroitin sulfate proteoglycan 4 [Source:MGI Symbol;Acc:MGI:2153093]"
"51295","ENSMUSG00000110888","Gm47237","9","lncRNA","predicted gene, 47237 [Source:MGI Symbol;Acc:MGI:6096057]"
"51296","ENSMUSG00000032733","Snx33","9","protein_coding","sorting nexin 33 [Source:MGI Symbol;Acc:MGI:2443239]"
"51297","ENSMUSG00000111629","4930442G15Rik","9","lncRNA","RIKEN cDNA 4930442G15 gene [Source:MGI Symbol;Acc:MGI:1925410]"
"51298","ENSMUSG00000110930","Gm19936","9","processed_pseudogene","predicted gene, 19936 [Source:MGI Symbol;Acc:MGI:5012121]"
"51299","ENSMUSG00000032288","Imp3","9","protein_coding","IMP3, U3 small nucleolar ribonucleoprotein [Source:MGI Symbol;Acc:MGI:1916119]"
"51300","ENSMUSG00000055334","Snupn","9","protein_coding","snurportin 1 [Source:MGI Symbol;Acc:MGI:1913319]"
"51301","ENSMUSG00000032290","Ptpn9","9","protein_coding","protein tyrosine phosphatase, non-receptor type 9 [Source:MGI Symbol;Acc:MGI:1928376]"
"51302","ENSMUSG00000074284","Gm10658","9","lncRNA","predicted gene 10658 [Source:MGI Symbol;Acc:MGI:3642856]"
"51303","ENSMUSG00000042557","Sin3a","9","protein_coding","transcriptional regulator, SIN3A (yeast) [Source:MGI Symbol;Acc:MGI:107157]"
"51304","ENSMUSG00000120762","Gm57026","9","lncRNA","predicted gene, 57026 [Source:MGI Symbol;Acc:MGI:7337965]"
"51305","ENSMUSG00000086728","Man2c1os","9","lncRNA","mannosidase, alpha, class 2C, member 1, opposite strand [Source:MGI Symbol;Acc:MGI:1924044]"
"51306","ENSMUSG00000032295","Man2c1","9","protein_coding","mannosidase, alpha, class 2C, member 1 [Source:MGI Symbol;Acc:MGI:1920994]"
"51307","ENSMUSG00000032298","Neil1","9","protein_coding","nei endonuclease VIII-like 1 (E. coli) [Source:MGI Symbol;Acc:MGI:1920024]"
"51308","ENSMUSG00000032299","Commd4","9","protein_coding","COMM domain containing 4 [Source:MGI Symbol;Acc:MGI:1913449]"
"51309","ENSMUSG00000100282","1700041C23Rik","9","lncRNA","RIKEN cDNA 1700041C23 gene [Source:MGI Symbol;Acc:MGI:1914569]"
"51310","ENSMUSG00000070298","Trcg1","9","protein_coding","taste receptor cell gene 1 [Source:MGI Symbol;Acc:MGI:3576664]"
"51311","ENSMUSG00000032300","1700017B05Rik","9","protein_coding","RIKEN cDNA 1700017B05 gene [Source:MGI Symbol;Acc:MGI:1921461]"
"51312","ENSMUSG00000111457","Gm18996","9","processed_pseudogene","predicted gene, 18996 [Source:MGI Symbol;Acc:MGI:5011181]"
"51313","ENSMUSG00000066626","Gm5121","9","processed_pseudogene","predicted gene 5121 [Source:MGI Symbol;Acc:MGI:3647258]"
"51314","ENSMUSG00000063849","Ppcdc","9","protein_coding","phosphopantothenoylcysteine decarboxylase [Source:MGI Symbol;Acc:MGI:1914062]"
"51315","ENSMUSG00000040722","Scamp5","9","protein_coding","secretory carrier membrane protein 5 [Source:MGI Symbol;Acc:MGI:1928948]"
"51316","ENSMUSG00000111380","D9Wsu149","9","processed_pseudogene","DNA segment, Chr 9, Wayne State University 149 [Source:MGI Symbol;Acc:MGI:107281]"
"51317","ENSMUSG00000111414","Gm18103","9","processed_pseudogene","predicted gene, 18103 [Source:MGI Symbol;Acc:MGI:5010288]"
"51318","ENSMUSG00000074280","Gm6166","9","processed_pseudogene","predicted gene 6166 [Source:MGI Symbol;Acc:MGI:3645893]"
"51319","ENSMUSG00000062309","Rpp25","9","protein_coding","ribonuclease P/MRP 25 subunit [Source:MGI Symbol;Acc:MGI:2143151]"
"51320","ENSMUSG00000000088","Cox5a","9","protein_coding","cytochrome c oxidase subunit 5A [Source:MGI Symbol;Acc:MGI:88474]"
"51321","ENSMUSG00000097445","Gm26631","9","lncRNA","predicted gene, 26631 [Source:MGI Symbol;Acc:MGI:5477125]"
"51322","ENSMUSG00000032305","Fam219b","9","protein_coding","family with sequence similarity 219, member B [Source:MGI Symbol;Acc:MGI:1925573]"
"51323","ENSMUSG00000032306","Mpi","9","protein_coding","mannose phosphate isomerase [Source:MGI Symbol;Acc:MGI:97075]"
"51324","ENSMUSG00000040188","Scamp2","9","protein_coding","secretory carrier membrane protein 2 [Source:MGI Symbol;Acc:MGI:1346518]"
"51325","ENSMUSG00000032308","Ulk3","9","protein_coding","unc-51-like kinase 3 [Source:MGI Symbol;Acc:MGI:1918992]"
"51326","ENSMUSG00000039714","Cplx3","9","protein_coding","complexin 3 [Source:MGI Symbol;Acc:MGI:2384571]"
"51327","ENSMUSG00000056271","Lman1l","9","protein_coding","lectin, mannose-binding 1 like [Source:MGI Symbol;Acc:MGI:2667537]"
"51328","ENSMUSG00000032312","Csk","9","protein_coding","c-src tyrosine kinase [Source:MGI Symbol;Acc:MGI:88537]"
"51329","ENSMUSG00000032310","Cyp1a2","9","protein_coding","cytochrome P450, family 1, subfamily a, polypeptide 2 [Source:MGI Symbol;Acc:MGI:88589]"
"51330","ENSMUSG00000032315","Cyp1a1","9","protein_coding","cytochrome P450, family 1, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88588]"
"51331","ENSMUSG00000038957","Edc3","9","protein_coding","enhancer of mRNA decapping 3 [Source:MGI Symbol;Acc:MGI:2142951]"
"51332","ENSMUSG00000032316","Clk3","9","protein_coding","CDC-like kinase 3 [Source:MGI Symbol;Acc:MGI:1098670]"
"51333","ENSMUSG00000091908","Gm17231","9","lncRNA","predicted gene 17231 [Source:MGI Symbol;Acc:MGI:4938058]"
"51334","ENSMUSG00000004661","Arid3b","9","protein_coding","AT rich interactive domain 3B (BRIGHT-like) [Source:MGI Symbol;Acc:MGI:1930768]"
"51335","ENSMUSG00000055720","Ubl7","9","protein_coding","ubiquitin-like 7 (bone marrow stromal cell-derived) [Source:MGI Symbol;Acc:MGI:1916709]"
"51336","ENSMUSG00000038264","Sema7a","9","protein_coding","sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A [Source:MGI Symbol;Acc:MGI:1306826]"
"51337","ENSMUSG00000097604","Gm17322","9","lncRNA","predicted gene, 17322 [Source:MGI Symbol;Acc:MGI:4936956]"
"51338","ENSMUSG00000032323","Cyp11a1","9","protein_coding","cytochrome P450, family 11, subfamily a, polypeptide 1 [Source:MGI Symbol;Acc:MGI:88582]"
"51339","ENSMUSG00000037716","Ccdc33","9","protein_coding","coiled-coil domain containing 33 [Source:MGI Symbol;Acc:MGI:1922464]"
"51340","ENSMUSG00000086624","Gm16130","9","lncRNA","predicted gene 16130 [Source:MGI Symbol;Acc:MGI:3801718]"
"51341","ENSMUSG00000032327","Stra6","9","protein_coding","stimulated by retinoic acid gene 6 [Source:MGI Symbol;Acc:MGI:107742]"
"51342","ENSMUSG00000085753","Gm16131","9","lncRNA","predicted gene 16131 [Source:MGI Symbol;Acc:MGI:3801717]"
"51343","ENSMUSG00000037206","Islr","9","protein_coding","immunoglobulin superfamily containing leucine-rich repeat [Source:MGI Symbol;Acc:MGI:1349645]"
"51344","ENSMUSG00000110969","Gm47174","9","TEC","predicted gene, 47174 [Source:MGI Symbol;Acc:MGI:6095956]"
"51345","ENSMUSG00000051243","Islr2","9","protein_coding","immunoglobulin superfamily containing leucine-rich repeat 2 [Source:MGI Symbol;Acc:MGI:2444277]"
"51346","ENSMUSG00000121691","1600029O15Rik","9","lncRNA","ribosomal protein L17 pseudogene [Source:NCBI gene (formerly Entrezgene);Acc:665268]"
"51347","ENSMUSG00000057818","1600029O15Rik","9","transcribed_processed_pseudogene","RIKEN cDNA 1600029O15 gene [Source:MGI Symbol;Acc:MGI:3045362]"
"51348","ENSMUSG00000036986","Pml","9","protein_coding","promyelocytic leukemia [Source:MGI Symbol;Acc:MGI:104662]"
"51349","ENSMUSG00000098886","Mir6385","9","miRNA","microRNA 6385 [Source:MGI Symbol;Acc:MGI:5531403]"
"51350","ENSMUSG00000032333","Stoml1","9","protein_coding","stomatin-like 1 [Source:MGI Symbol;Acc:MGI:1916356]"
"51351","ENSMUSG00000120404","Gm57034","9","lncRNA","predicted gene, 57034 [Source:MGI Symbol;Acc:MGI:7337981]"
"51352","ENSMUSG00000032334","Loxl1","9","protein_coding","lysyl oxidase-like 1 [Source:MGI Symbol;Acc:MGI:106096]"
"51353","ENSMUSG00000036244","Tbc1d21","9","protein_coding","TBC1 domain family, member 21 [Source:MGI Symbol;Acc:MGI:1921536]"
"51354","ENSMUSG00000100487","1700072B07Rik","9","lncRNA","RIKEN cDNA 1700072B07 gene [Source:MGI Symbol;Acc:MGI:1920779]"
"51355","ENSMUSG00000097651","4930461G14Rik","9","lncRNA","RIKEN cDNA 4930461G14 gene [Source:MGI Symbol;Acc:MGI:1922129]"
"51356","ENSMUSG00000066607","Insyn1","9","protein_coding","inhibitory synaptic factor 1 [Source:MGI Symbol;Acc:MGI:2442108]"
"51357","ENSMUSG00000035914","Cd276","9","protein_coding","CD276 antigen [Source:MGI Symbol;Acc:MGI:2183926]"
"51358","ENSMUSG00000103486","Gm10657","9","TEC","predicted gene 10657 [Source:MGI Symbol;Acc:MGI:3642259]"
"51359","ENSMUSG00000032336","Nptn","9","protein_coding","neuroplastin [Source:MGI Symbol;Acc:MGI:108077]"
"51360","ENSMUSG00000074269","Rec114","9","protein_coding","REC114 meiotic recombination protein [Source:MGI Symbol;Acc:MGI:1920923]"
"51361","ENSMUSG00000093473","Gm20620","9","processed_pseudogene","predicted gene 20620 [Source:MGI Symbol;Acc:MGI:5313067]"
"51362","ENSMUSG00000032338","Hcn4","9","protein_coding","hyperpolarization-activated, cyclic nucleotide-gated K+ 4 [Source:MGI Symbol;Acc:MGI:1298209]"
"51363","ENSMUSG00000032340","Neo1","9","protein_coding","neogenin [Source:MGI Symbol;Acc:MGI:1097159]"
"51364","ENSMUSG00000111846","Gm47271","9","lncRNA","predicted gene, 47271 [Source:MGI Symbol;Acc:MGI:6096109]"
"51365","ENSMUSG00000066592","Gm7589","9","processed_pseudogene","predicted gene 7589 [Source:MGI Symbol;Acc:MGI:3644073]"
"51366","ENSMUSG00000110789","Gm33053","9","lncRNA","predicted gene, 33053 [Source:MGI Symbol;Acc:MGI:5592212]"
"51367","ENSMUSG00000025236","Adpgk","9","protein_coding","ADP-dependent glucokinase [Source:MGI Symbol;Acc:MGI:1919391]"
"51368","ENSMUSG00000025235","Bbs4","9","protein_coding","Bardet-Biedl syndrome 4 (human) [Source:MGI Symbol;Acc:MGI:2143311]"
"51369","ENSMUSG00000025234","Arih1","9","protein_coding","ariadne RBR E3 ubiquitin protein ligase 1 [Source:MGI Symbol;Acc:MGI:1344363]"
"51370","ENSMUSG00000090516","Rps11-ps1","9","processed_pseudogene","ribosomal protein S11, pseudogene 1 [Source:MGI Symbol;Acc:MGI:3644744]"
"51371","ENSMUSG00000120172","Gm57013","9","lncRNA","predicted gene, 57013 [Source:MGI Symbol;Acc:MGI:7337939]"
"51372","ENSMUSG00000111852","Gm33180","9","lncRNA","predicted gene, 33180 [Source:MGI Symbol;Acc:MGI:5592339]"
"51373","ENSMUSG00000049526","Tmem202","9","protein_coding","transmembrane protein 202 [Source:MGI Symbol;Acc:MGI:1921143]"
"51374","ENSMUSG00000025232","Hexa","9","protein_coding","hexosaminidase A [Source:MGI Symbol;Acc:MGI:96073]"
"51375","ENSMUSG00000032297","Celf6","9","protein_coding","CUGBP, Elav-like family member 6 [Source:MGI Symbol;Acc:MGI:1923433]"
"51376","ENSMUSG00000025237","Parp6","9","protein_coding","poly (ADP-ribose) polymerase family, member 6 [Source:MGI Symbol;Acc:MGI:1914537]"
"51377","ENSMUSG00000032294","Pkm","9","protein_coding","pyruvate kinase, muscle [Source:MGI Symbol;Acc:MGI:97591]"
"51378","ENSMUSG00000111394","Gm49759","9","TEC","predicted gene, 49759 [Source:MGI Symbol;Acc:MGI:6215263]"
"51379","ENSMUSG00000074259","Gramd2a","9","protein_coding","GRAM domain containing 2A [Source:MGI Symbol;Acc:MGI:3528937]"
"51380","ENSMUSG00000051705","Senp8","9","protein_coding","SUMO peptidase family member, NEDD8 specific [Source:MGI Symbol;Acc:MGI:1918849]"
"51381","ENSMUSG00000039585","Myo9a","9","protein_coding","myosin IXa [Source:MGI Symbol;Acc:MGI:107735]"
"51382","ENSMUSG00000087239","Btf3-ps2","9","processed_pseudogene","basic transcription factor 3, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3647731]"
"51383","ENSMUSG00000110803","Gm20275","9","lncRNA","predicted gene, 20275 [Source:MGI Symbol;Acc:MGI:5012460]"
"51384","ENSMUSG00000085116","Gm2735","9","processed_pseudogene","predicted gene 2735 [Source:MGI Symbol;Acc:MGI:3780904]"
"51385","ENSMUSG00000111833","Gm48805","9","processed_pseudogene","predicted gene, 48805 [Source:MGI Symbol;Acc:MGI:6098516]"
"51386","ENSMUSG00000032292","Nr2e3","9","protein_coding","nuclear receptor subfamily 2, group E, member 3 [Source:MGI Symbol;Acc:MGI:1346317]"
"51387","ENSMUSG00000084913","Gm7616","9","lncRNA","predicted gene 7616 [Source:MGI Symbol;Acc:MGI:3647735]"
"51388","ENSMUSG00000084847","Gm15507","9","lncRNA","predicted gene 15507 [Source:MGI Symbol;Acc:MGI:3782955]"
"51389","ENSMUSG00000032289","Thsd4","9","protein_coding","thrombospondin, type I, domain containing 4 [Source:MGI Symbol;Acc:MGI:2672033]"
"51390","ENSMUSG00002075160","Gm55661","9","rRNA","predicted gene, 55661 [Source:MGI Symbol;Acc:MGI:6847789]"
"51391","ENSMUSG00000111296","2010001M07Rik","9","lncRNA","RIKEN cDNA 2010001M07 gene [Source:MGI Symbol;Acc:MGI:1917063]"
"51392","ENSMUSG00000111065","Gm47676","9","TEC","predicted gene, 47676 [Source:MGI Symbol;Acc:MGI:6096774]"
"51393","ENSMUSG00000088550","Gm22099","9","snoRNA","predicted gene, 22099 [Source:MGI Symbol;Acc:MGI:5451876]"
"51394","ENSMUSG00000111761","9230112J17Rik","9","lncRNA","RIKEN cDNA 9230112J17 gene [Source:MGI Symbol;Acc:MGI:1924999]"
"51395","ENSMUSG00000111809","Gm49334","9","lncRNA","predicted gene, 49334 [Source:MGI Symbol;Acc:MGI:6121520]"
"51396","ENSMUSG00000111667","Gm47740","9","processed_pseudogene","predicted gene, 47740 [Source:MGI Symbol;Acc:MGI:6096883]"
"51397","ENSMUSG00000111512","Gm17853","9","processed_pseudogene","predicted gene, 17853 [Source:MGI Symbol;Acc:MGI:5010038]"
"51398","ENSMUSG00000047766","Lrrc49","9","protein_coding","leucine rich repeat containing 49 [Source:MGI Symbol;Acc:MGI:2442689]"
"51399","ENSMUSG00000034839","Larp6","9","protein_coding","La ribonucleoprotein 6, translational regulator [Source:MGI Symbol;Acc:MGI:1914807]"
"51400","ENSMUSG00000095956","1700036A12Rik","9","lncRNA","RIKEN cDNA 1700036A12 gene [Source:MGI Symbol;Acc:MGI:1920548]"
"51401","ENSMUSG00000034485","Uaca","9","protein_coding","uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:MGI Symbol;Acc:MGI:1919815]"
"51402","ENSMUSG00000052143","Gm9869","9","lncRNA","predicted gene 9869 [Source:MGI Symbol;Acc:MGI:3642719]"
"51403","ENSMUSG00000111444","Gm47923","9","lncRNA","predicted gene, 47923 [Source:MGI Symbol;Acc:MGI:6097180]"
"51404","ENSMUSG00000111290","Gm5122","9","lncRNA","predicted gene 5122 [Source:MGI Symbol;Acc:MGI:3779461]"
"51405","ENSMUSG00000111147","Gm33699","9","lncRNA","predicted gene, 33699 [Source:MGI Symbol;Acc:MGI:5592858]"
"51406","ENSMUSG00000111180","Gm39348","9","lncRNA","predicted gene, 39348 [Source:MGI Symbol;Acc:MGI:5622233]"
"51407","ENSMUSG00000111169","Gm34004","9","lncRNA","predicted gene, 34004 [Source:MGI Symbol;Acc:MGI:5593163]"
"51408","ENSMUSG00000111354","Gm33914","9","lncRNA","predicted gene, 33914 [Source:MGI Symbol;Acc:MGI:5593073]"
"51409","ENSMUSG00000111807","4933433G08Rik","9","lncRNA","RIKEN cDNA 4933433G08 gene [Source:MGI Symbol;Acc:MGI:1914035]"
"51410","ENSMUSG00000110998","I730028E13Rik","9","lncRNA","RIKEN cDNA I730028E13 gene [Source:MGI Symbol;Acc:MGI:3588278]"
"51411","ENSMUSG00000111449","Gm34105","9","lncRNA","predicted gene, 34105 [Source:MGI Symbol;Acc:MGI:5593264]"
"51412","ENSMUSG00000111658","B930092H01Rik","9","lncRNA","RIKEN cDNA B930092H01 gene [Source:MGI Symbol;Acc:MGI:4437738]"
"51413","ENSMUSG00000120207","Gm34157","9","lncRNA","predicted gene, 34157 [Source:MGI Symbol;Acc:MGI:5593316]"
"51414","ENSMUSG00000120704","Gm57022","9","lncRNA","predicted gene, 57022 [Source:MGI Symbol;Acc:MGI:7337957]"
"51415","ENSMUSG00000074256","Gm10655","9","lncRNA","predicted gene 10655 [Source:MGI Symbol;Acc:MGI:3642575]"
"51416","ENSMUSG00000032280","Tle3","9","protein_coding","transducin-like enhancer of split 3 [Source:MGI Symbol;Acc:MGI:104634]"
"51417","ENSMUSG00000111033","Gm34322","9","lncRNA","predicted gene, 34322 [Source:MGI Symbol;Acc:MGI:5593481]"
"51418","ENSMUSG00000111635","Gm47240","9","processed_pseudogene","predicted gene, 47240 [Source:MGI Symbol;Acc:MGI:6096062]"
"51419","ENSMUSG00000121719","Gm34424","9","lncRNA","predicted gene, 34424 [Source:NCBI gene (formerly Entrezgene);Acc:102637673]"
"51420","ENSMUSG00000111381","Gm34424","9","transcribed_processed_pseudogene","predicted gene, 34424 [Source:MGI Symbol;Acc:MGI:5593583]"
"51421","ENSMUSG00000111739","Gm47241","9","processed_pseudogene","predicted gene, 47241 [Source:MGI Symbol;Acc:MGI:6096063]"
"51422","ENSMUSG00000110968","Gm19208","9","processed_pseudogene","predicted gene, 19208 [Source:MGI Symbol;Acc:MGI:5011393]"
"51423","ENSMUSG00000007892","Rplp1","9","protein_coding","ribosomal protein, large, P1 [Source:MGI Symbol;Acc:MGI:1927099]"
